Topic,Count,话题,Name,Representation,Representative_Docs
83,37,,83_通信_管理局_网络覆盖_检测点,"['通信', '管理局', '网络覆盖', '检测点', '官网', '拥塞', '研究部署', '支撑', '现象', '遏制']","['四川省 通信 管理局 成都 全市 通信 网络 运行 平稳 核酸 检测点 网络覆盖 拥塞 现象 成都 核酸 检测点 网络覆盖 四川省 通信 管理局 官网 日 消息 遏制 疫情 扩散 做好 成都市 全员 核酸 检测 通信 网络 支撑 四川省 通信 管理局 党组 第一 时间 会议 研究部署 省市 联合 保障 工作 \u200b', '四川省 通信 管理局 成都 全市 通信 网络 运行 平稳 核酸 检测点 网络覆盖 拥塞 现象 成都 核酸 检测点 网络覆盖 四川省 通信 管理局 官网 日 消息 遏制 疫情 扩散 做好 成都市 全员 核酸 检测 通信 网络 支撑 四川省 通信 管理局 党组 第一 时间 会议 研究部署 省市 联合 保障 工作 \u200b', '四川省 通信 管理局 成都 全市 通信 网络 运行 平稳 核酸 检测点 网络覆盖 拥塞 现象 成都 核酸 检测点 网络覆盖 四川省 通信 管理局 官网 日 消息 遏制 疫情 扩散 做好 成都市 全员 核酸 检测 通信 网络 支撑 四川省 通信 管理局 党组 第一 时间 会议 研究部署 省市 联合 保障 工作 \u200b']"
84,37,,84_双胞胎_兄弟_芦山_直奔,"['双胞胎', '兄弟', '芦山', '直奔', '儿继', '哥俩', '2013', '前不久', '一对', '2008']","['双胞胎 交警 次 一线 抗震救灾 加油 兄弟 抗震 一线 双胞胎 交警 雅安市 一对 双胞胎 兄弟 交警 担当 前不久 四川 泸定 地震 中 两 兄弟 直奔 地震 灾区 执行 交通 保障 哥俩 儿继 2008 年 汶川 地震 2013 年 芦山 地震 2022 年 芦山 地震 第四 \u200b', '双胞胎 交警 次 一线 抗震救灾 加油 兄弟 抗震 一线 双胞胎 交警 雅安市 一对 双胞胎 兄弟 交警 担当 前不久 四川 泸定 地震 中 两 兄弟 直奔 地震 灾区 执行 交通 保障 哥俩 儿继 2008 年 汶川 地震 2013 年 芦山 地震 2022 年 芦山 地震 第四 \u200b', '双胞胎 交警 次 一线 抗震救灾 加油 兄弟 抗震 一线 双胞胎 交警 雅安市 一对 双胞胎 兄弟 交警 担当 前不久 四川 泸定 地震 中 两 兄弟 直奔 地震 灾区 执行 交通 保障 哥俩 儿继 2008 年 汶川 地震 2013 年 芦山 地震 2022 年 芦山 地震 第四 \u200b']"
85,37,,85_自立_国旗_汶川_哥哥,"['自立', '国旗', '汶川', '哥哥', '二字', '臂章', '怀抱', '称为', '采访', '感人']","['汶川 哥哥 撤离 时 国旗 哭 泸定 地震 发生 消防员 张 自立 怀抱 月 婴儿 臂章 汶川 二字 泪目 网友 称为 汶川 哥哥 月 27 日 四川 成都 汶川 哥哥 张 自立 讲述 感人 瞬间 接受 记者 采访 时 张 自立 说 泸定 地震 救援 结束 离开 震区 时 震区 人民 扔 吃 国旗 时 \u200b', '汶川 哥哥 撤离 时 国旗 哭 泸定 地震 发生 消防员 张 自立 怀抱 月 婴儿 臂章 汶川 二字 泪目 网友 称为 汶川 哥哥 月 27 日 四川 成都 汶川 哥哥 张 自立 讲述 感人 瞬间 接受 记者 采访 时 张 自立 说 泸定 地震 救援 结束 离开 震区 时 震区 人民 扔 吃 国旗 时 \u200b', '汶川 哥哥 撤离 时 国旗 哭 泸定 地震 发生 消防员 张 自立 怀抱 月 婴儿 臂章 汶川 二字 泪目 网友 称为 汶川 哥哥 月 27 日 四川 成都 汶川 哥哥 张 自立 讲述 感人 瞬间 接受 记者 采访 时 张 自立 说 泸定 地震 救援 结束 离开 震区 时 震区 人民 扔 吃 国旗 时 \u200b']"
86,37,搜救犬,86_二哈_搜救_二哈蹭饭_寄养,"['二哈', '搜救', '二哈蹭饭', '寄养', '战狼', '打成', '升温', '一只', '感情', '前去']","['格局 打开 搜救 犬 地震 获救 二哈蹭饭 月 日 四川 泸定 消防 救援 人员 转运 伤员 时 救出 一只 二哈 战狼 主人 前去 安置 点 暂 寄养 成都 消防 几天 相处 二哈 搜救 犬 感情 升温 打成 L 人民网 微博 视频 \u200b \u200b \u200b \u200b', '格局 打开 搜救 犬 地震 获救 二哈蹭饭 月 日 四川 泸定 消防 救援 人员 转运 伤员 时 救出 一只 二哈 战狼 主人 前去 安置 点 暂 寄养 成都 消防 几天 相处 二哈 搜救 犬 感情 升温 打成 L 人民网 微博 视频 \u200b', '格局 打开 搜救 犬 地震 获救 二哈蹭饭 月 日 四川 泸定 消防 救援 人员 转运 伤员 时 救出 一只 二哈 战狼 主人 前去 安置 点 暂 寄养 成都 消防 几天 相处 二哈 搜救 犬 感情 升温 打成 L 人民网 微博 视频 \u200b \u200b \u200b \u200b']"
87,36,,87_用于_茅台_4500_红十字会,"['用于', '茅台', '4500', '红十字会', '贵州', '1500', '3000', '万元', '两省', '攻坚战']","['茅台 捐款 4500 万元 用于 贵州 四川 抗疫 抗震救灾 工作 月 日 贵州 茅台 发布公告 贵州 四川 两省 捐款 4500 万元 用于 抗疫 抗震救灾 工作 贵阳市 慈善 总会 捐赠 3000 万元 用于 支持 打赢 疫情 防控 攻坚战 四川省 红十字会 捐赠 1500 万元 用于 四川 泸定 地震 抗震救灾 \u200b', '茅台 贵州 四川 捐款 4500 万 月 日 贵州 茅台 发布公告 贵州 四川 两省 捐款 4500 万元 用于 抗疫 抗震救灾 工作 贵阳市 慈善 总会 捐赠 3000 万元 用于 支持 打赢 疫情 防控 攻坚战 四川省 红十字会 捐赠 1500 万元 用于 四川 泸定 地震 抗震救灾 \u200b \u200b \u200b \u200b', '茅台 贵州 四川 捐款 4500 万 月 日 贵州 茅台 发布公告 贵州 四川 两省 捐款 4500 万元 用于 抗疫 抗震救灾 工作 贵阳市 慈善 总会 捐赠 3000 万元 用于 支持 打赢 疫情 防控 攻坚战 四川省 红十字会 捐赠 1500 万元 用于 四川 泸定 地震 抗震救灾 \u200b \u200b \u200b \u200b']"
88,36,,88_47_86_85_台州,"['47', '86', '85', '台州', '48', '82', '无症状', '来返', '人人有责', '95']","['四川 增 本土 确诊 85 例 无症状 72 例 疫情 防控 人人有责 来返 台州 人员 请 报备', '四川 新增 本土 确诊 48 例 无症状 47 例 ## 达州 疫情 \u200b', '达州 疫情 ## 四川 新增 本土 确诊 48 例 无症状 47 例']"
89,36,,89_蒋先生_维修_钥匙_备用,"['蒋先生', '维修', '钥匙', '备用', '亲属', '病房', '转入', '物业', '精神状态', '十多天']","['物业 未 告知 备用 钥匙 进 业主 家 维修 业主 第二次 监控 拍到 月 19 日 四川 成都 蒋先生 家中 维修 一把 备用 钥匙 留在 物业 办公室 疫情 维修 未 上门 19 日 当天 蒋先生 家中 没 物业 未 通知 蒋先生 情况 便 安排 维修 工人 备用 钥匙 打开 蒋先生 家门 进屋 维修 蒋先生 称 \u200b', '物业 未 告知 备用 钥匙 进 业主 家 维修 业主 第二次 监控 拍到 月 19 日 四川 成都 蒋先生 家中 维修 一把 备用 钥匙 留在 物业 办公室 疫情 维修 未 上门 19 日 当天 蒋先生 家中 没 物业 未 通知 蒋先生 情况 便 安排 维修 工人 备用 钥匙 打开 蒋先生 家门 进屋 维修 蒋先生 称 \u200b', '物业 未 告知 备用 钥匙 进 业主 家 维修 业主 第二次 监控 拍到 月 19 日 四川 成都 蒋先生 家中 维修 一把 备用 钥匙 留在 物业 办公室 疫情 维修 未 上门 19 日 当天 蒋先生 家中 没 物业 未 通知 蒋先生 情况 便 安排 维修 工人 备用 钥匙 打开 蒋先生 家门 进屋 维修 蒋先生 称 \u200b']"
90,36,,90_逾期_总队_公安厅_换证,"['逾期', '总队', '公安厅', '换证', '省公安厅', '七项', '审可', '驾照', '审验', '举措']","['司机 朋友 四川 驾照 换证 车辆 年 审可 延期 月 近日 记者 四川省 公安厅 交警 总队 获悉 省公安厅 交警 总队 全省 七项 举措 服务 灾后 重建 疫情 防控 工作 包括 月 日起 四川省 公安厅 交警 总队 全省 机动车 逾期 未 检验 驾驶证 逾期 未 换证 未 审验 12 项 业务 延 \u200b', '司机 朋友 四川 驾照 换证 车辆 年 审可 延期 月 近日 记者 四川省 公安厅 交警 总队 获悉 省公安厅 交警 总队 全省 七项 举措 服务 灾后 重建 疫情 防控 工作 包括 月 日起 四川省 公安厅 交警 总队 全省 机动车 逾期 未 检验 驾驶证 逾期 未 换证 未 审验 12 项 业务 延 \u200b', '司机 朋友 四川 驾照 换证 车辆 年 审可 延期 月 近日 记者 四川省 公安厅 交警 总队 获悉 省公安厅 交警 总队 全省 七项 举措 服务 灾后 重建 疫情 防控 工作 包括 月 日起 四川省 公安厅 交警 总队 全省 机动车 逾期 未 检验 驾驶证 逾期 未 换证 未 审验 12 项 业务 延 \u200b']"
91,35,抗震捐款,91_100_肖战_杨紫_捐款,"['100', '肖战', '杨紫', '捐款', '万元', '源源', '关晓彤', '团肖战', 'daytoy', '基金']","['肖战 捐款 100 万元 驰援 四川 略 绵薄之力 四川 甘孜州 泸定县 地震 救灾 捐赠 愿 平安 \u200b', '肖战 捐款 100 万元 驰援 四川 肖战 粉丝 小飞侠 跟随 肖战 四川 甘孜州 泸定县 地震 救灾 捐赠 四川 加油 愿 平安 \u200b', '肖战 捐款 100 万元 驰援 四川 肖战 粉丝 小飞侠 跟随 X 玖 少年 团肖战 DAYTOY 四川 甘孜州 泸定县 地震 救灾 捐赠 四川 加油 愿 平安 \u200b']"
92,35,,92_能先_成行_帮上_喜德县,"['能先', '成行', '帮上', '喜德县', '养育', '约定', '乡亲', '未能', '彝族', '难受']","['? 四川 平安 快 中秋 成都 疫情 泸定 地震 想着 养育 土地 乡亲 喜德县 彝族 小朋友 约定 未能 成行 黄 房子 探访 挺 难受 希望 能先 帮上 点儿 愿 家乡 平安', '愿 四川 平安 快 中秋 成都 疫情 泸定 地震 想着 养育 土地 乡亲 喜德县 彝族 小朋友 约定 未能 成行 黄 房子 探访 挺 难受 希望 能先 帮上 点儿 愿 家乡 平安', '四川 平安 快 中秋 成都 疫情 泸定 地震 想着 养育 土地 乡亲 喜德县 彝族 小朋友 约定 未能 成行 黄 房子 探访 挺 难受 希望 能先 帮上 点儿 愿 家乡 平安']"
93,35,,93_达州_关系_观察_对内,"['达州', '关系', '观察', '对内', '铁皮', '一次性', '半个', '中国政府', '公民', 'zf']","['达州 疫情 ## 达州 ## 达州 疫情 防控 ## 疫情 ## 四川 疫情', '四川 疫情 ## 达州 疫情 防控 ## 达州', '达州 疫情 ## 达州 疫情 防控 四川 疫情 ## 达州 疫情 防控 ## 达州']"
94,35,,94_互助_徐坤_共渡难关_青年歌手,"['互助', '徐坤', '共渡难关', '青年歌手', '传递', '携手', '温暖', '万元', '30', '捐赠']","['蔡 徐坤 捐赠 30 万元 驰援 四川 地震 灾区 ? ? \ue627 蔡 徐坤 携手 互助 传递 温暖 青年歌手 蔡 徐坤 泸定 加油 共渡难关', '蔡 徐坤 捐赠 30 万元 驰援 四川 地震 灾区 ? ? \ue627 蔡 徐坤 携手 互助 传递 温暖 青年歌手 蔡 徐坤 泸定 加油 共渡难关', '蔡 徐坤 捐赠 30 万元 驰援 四川 地震 灾区 ? ? \ue627 蔡 徐坤 携手 互助 传递 温暖 青年歌手 蔡 徐坤 泸定 加油 共渡难关']"
95,35,,95_复课_17104_琅琅_响起,"['复课', '17104', '琅琅', '响起', '读书声', '见闻', '新华网', '片区', '课堂', '各项']","['四川 泸定 地震 灾区 复课 见闻 地震 灾区 各项 秩序 恢复 14 日 泸定县 海螺沟 片区 外 31 学校 17104 名 学生 复课 地震 中断 课堂 响起 琅琅 读书声 L 新华网 微博 视频 \u200b', '四川 泸定 地震 灾区 复课 见闻 地震 灾区 各项 秩序 恢复 14 日 泸定县 海螺沟 片区 外 31 学校 17104 名 学生 复课 地震 中断 课堂 响起 琅琅 读书声 L 新华网 微博 视频 \u200b', '四川 泸定 地震 灾区 复课 见闻 地震 灾区 各项 秩序 恢复 14 日 泸定县 海螺沟 片区 外 31 学校 17104 名 学生 复课 地震 中断 课堂 响起 琅琅 读书声 L 新华网 微博 视频 \u200b']"
96,35,感人事迹,96_秦晓强_妹妹_爸爸_救出,"['秦晓强', '妹妹', '爸爸', '救出', '得知', '后事', '料理', '至亲', '凌晨', '不上']","['四川 特警 救出 得知 爸爸 妹妹 遇难 四川 泸定 地震 26 岁 秦晓强 战友 震中 磨西镇 奋战 13 小时 救出 第二天 凌晨 得知 不上 爸爸 妹妹 地震 中 罹难 特警 支队 安排 返回 家中 料理 后事 秦晓强 在家 镇上 救援 做 一点 多一分 平安 团圆 \u200b', '鼎 青年 救灾 特警 得知 父亲 妹妹 遇难 后泪 崩 四川 泸定 地震 发生 甘孜 特警 秦晓强 参加 抗震 救援 救出 生命 日 凌晨 救灾 前线 秦晓强 得知 此前 不上 爸爸 妹妹 地震 中 遇难 单位 情况 秦晓强 赶回 料理 后事 照顾 家庭 投入 抗震 救援 工作 至亲 痛 \u200b', '四川 特警 救出 得知 爸爸 妹妹 遇难 四川 特警 救出 得知 爸爸 妹妹 遇难 四川 泸定 地震 26 岁 秦晓强 战友 震中 磨西镇 奋战 13 小时 救出 第二天 凌晨 得知 不上 爸爸 妹妹 地震 中 罹难 特警 支队 安排 返回 家中 料理 后事 秦晓强 在家 镇上 救援 \u200b']"
97,35,,97_公安部_万余_直接参与_感人至深,"['公安部', '万余', '直接参与', '感人至深', '涌现出', '累计', '搜救', '断道', '警力', '公安机关']","['四川 公安 累计 搜救 转移 被困 群众 1.2 万余 公安部 新闻 发布会 公安部 四川 公安机关 投入 警力 震区 直接参与 救援 工作 累计 搜救 转移 被困 群众 1.2 万余 涌现出 感人至深 英雄 故事 四川 甘孜 200 余名 特警 队员 震后 第一 时间 挺进 震中 面对 湍急 山洪 交通 断道 身体 绳索 搭 \u200b', '四川 公安 累计 搜救 转移 被困 群众 1.2 万余 公安部 新闻 发布会 公安部 四川 公安机关 投入 警力 震区 直接参与 救援 工作 累计 搜救 转移 被困 群众 1.2 万余 涌现出 感人至深 英雄 故事 四川 甘孜 200 余名 特警 队员 震后 第一 时间 挺进 震中 面对 湍急 山洪 交通 断道 身体 绳索 搭 \u200b', '四川 公安 累计 搜救 转移 被困 群众 1.2 万余 公安部 新闻 发布会 公安部 四川 公安机关 投入 警力 震区 直接参与 救援 工作 累计 搜救 转移 被困 群众 1.2 万余 涌现出 感人至深 英雄 故事 四川 甘孜 200 余名 特警 队员 震后 第一 时间 挺进 震中 面对 湍急 山洪 交通 断道 身体 绳索 搭 \u200b']"
98,34,,98_终止_一级_阶段_响应,"['终止', '一级', '阶段', '响应', '过渡', '重建', '时起', '省级', '恢复', '转入']","['四川省 终止 地震 一级 应急 响应 转入 过渡 安置 恢复 重建 阶段 月 12 日 17 时 50 分 四川省 泸定 地震 抗震救灾 省市 州 县 前线 联合 指挥部 新闻 发布会 月 12 日 18 时起 终止 省级 地震 一级 应急 响应 转入 过渡 安置 恢复 重建 阶段 响应 终止 相关 部门 持续 做好 后续 工作 一是 \u200b', '四川省 终止 地震 一级 应急 响应 转入 过渡 安置 恢复 重建 阶段 月 12 日 17 时 50 分 四川省 泸定 地震 抗震救灾 省市 州 县 前线 联合 指挥部 新闻 发布会 月 12 日 18 时起 终止 省级 地震 一级 应急 响应 转入 过渡 安置 恢复 重建 阶段 响应 终止 相关 部门 持续 做好 后续 工作 央视 新闻 客 \u200b', '四川省 终止 地震 一级 应急 响应 转入 过渡 安置 恢复 重建 阶段 月 12 日 17 时 50 分 四川省 泸定 地震 抗震救灾 省市 州 县 前线 联合 指挥部 新闻 发布会 四川省 抗震救灾 指挥部 月 12 日 18 时起 终止 省级 地震 一级 应急 响应 转入 过渡 安置 恢复 重建 阶段 响应 终止 相关 部门 持续 做好 \u200b']"
99,34,,99_门磁_智能_召集_近日来,"['门磁', '智能', '召集', '近日来', '安装', '攻坚', '赛跑', '成立', '广元', '随即']","['长沙 联通 发布 ## 中国联通 群众 办实事 ## 服务 升级 近日来 四川省 疫情 防控 形势 异常 严峻 月 30 日 四川 广元 联通 接到 防疫 指挥部 召集 员工 成立 疫情 防控 智能 门磁 安装 攻坚 组 随即 投入 一场 时间 赛跑 中', '转发 微博 长沙 联通 发布 ## 中国联通 群众 办实事 ## 服务 升级 近日来 四川省 疫情 防控 形势 异常 严峻 月 30 日 四川 广元 联通 接到 防疫 指挥部 召集 员工 成立 疫情 防控 智能 门磁 安装 攻坚 组 随即 投入 一场 时间 赛跑 中', '转发 微博 长沙 联通 发布 ## 中国联通 群众 办实事 ## 服务 升级 近日来 四川省 疫情 防控 形势 异常 严峻 月 30 日 四川 广元 联通 接到 防疫 指挥部 召集 员工 成立 疫情 防控 智能 门磁 安装 攻坚 组 随即 投入 一场 时间 赛跑 中']"
100,34,震后恢复,100_恢复正常_秩序_生活_灾区,"['恢复正常', '秩序', '生活', '灾区', '生产秩序', '网易', '泸定', '恢复', '新华网', '地震']","['四川 泸定 地震 灾区 恢复正常 生活 秩序 O 四川 泸定 地震 灾区 恢复正常 生活 秩序 \u200b', '四川 泸定 地震 灾区 恢复正常 生活 秩序 O 四川 泸定 地震 灾区 恢复正常 生活 秩序 \u200b', '四川 泸定 地震 灾区 恢复正常 生活 秩序 O 四川 泸定 地震 灾区 恢复正常 生活 秩序 \u200b']"
101,34,助困扶弱,101_助困_扶弱_a6slz9g8_思源,"['助困', '扶弱', 'a6slz9g8', '思源', '紧急', '西安市', '慈善', '项目', '公益', '基金会']","['四川 泸定 地震 爱 前行 路上 西安 扶弱 助困 紧急 驰援 泸定 灾区 项目 捐款 成功 西安市 扶弱 助困 公益 慈善 基金会 http t cn A6Slz9g8 \u200b', '四川 泸定 地震 爱 前行 路上 西安 扶弱 助困 紧急 驰援 泸定 灾区 项目 捐款 成功 西安市 扶弱 助困 公益 慈善 基金会 http t cn A6Slz9g8 \u200b', '四川 泸定 地震 爱 前行 路上 西安 扶弱 助困 紧急 驰援 泸定 灾区 项目 捐款 成功 西安市 扶弱 助困 公益 慈善 基金会 http t cn A6Slz9g8 \u200b']"
